Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-007793,2020-02,02/16/2020 18:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2723,GRAVOIS AVE,24, , ,2723,GRAVOIS,898331.4,1008736
20-007700,2020-02,02/16/2020 18:20,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",8947,EDNA ST,74, , ,8947,EDNA,895367.8,1051296
20-007706,2020-02,02/16/2020 18:20,Y, , ,1, ,130000,3,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",0,S BROADWAY / OSAGE ST,18, , , , ,898141.5,1001182
20-007701,2020-02,02/16/2020 18:25,Y, , ,1, , 91303,1,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,116,MARCEAU ST,2, , ,116,MARCEAU,887381.9,986282.7
20-007705,2020-02,02/16/2020 19:00,Y, , ,1, ,130000,3,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",3518,NEBRASKA AVE,19, , ,3500,NEBRASKA,896668.1,1004377
20-007703,2020-02,02/16/2020 19:00,Y, , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,923,OFALLON ST,62, , ,923,OFALLON,908581.4,1021217
20-007707,2020-02,02/16/2020 19:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4553,FAIR AVE,68, , ,4553,FAIR,899602.6,1034912
20-007713,2020-02,02/16/2020 19:23,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,RIVER DES PERES / WANDA AVE,4, , , , ,881652.2,992837.8
20-007716,2020-02,02/16/2020 19:30,Y, , ,1, , 44012,5,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 2ND DEGRE",600,N KINGSHIGHWAY BLVD,38, , ,600,KINGSHIGHWAY,887891.8,1025894
20-007709,2020-02,02/16/2020 19:44,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2099,S 7TH ST,21, ,BP STATION,2099,7TH,905001.1,1009685
20-007766,2020-02,02/16/2020 20:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4310,TESSON ST,4, , ,4310,TESSON,881869.3,992472.8
20-007719,2020-02,02/16/2020 20:17,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,8733,ANNETTA ST,74, , ,8733,ANNETTA,894914.9,1049947
20-007711,2020-02,02/16/2020 20:22,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,MAGNOLIA AVE / THURMAN AVE,81, , , , ,891148.9,1010428
20-007727,2020-02,02/16/2020 20:30,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,8847,N BROADWAY,74, , ,8847,BROADWAY,897651.6,1053007
20-008374,2020-02,02/16/2020 20:30,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,6336,OLEATHA AVE,9, , ,6336,OLEATHA,878086.4,1006589
20-007791,2020-02,02/16/2020 21:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,3955,SHAW AVE,27, , ,3955,SHAW,892447.7,1013297
20-007764,2020-02,02/16/2020 21:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,1915,SUBLETTE AVE,12, , ,1915,SUBLETTE,882720.5,1014089
20-007718,2020-02,02/16/2020 21:01,Y, , ,1, , 51230,3,BURGLARY-RESIDENCE/NIT/ATT FORCE ENTRY,3640,KOSCIUSKO ST,18, , ,3640,KOSCIUSKO,901146.1,1002759
20-007720,2020-02,02/16/2020 21:07,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,315,CHESTNUT ST,35,HYATT REGENCY AT THE ARCH,HOTEL,315,CHESTNUT,909422.4,1016993
20-007750,2020-02,02/16/2020 21:30, , , ,-1, , 71030,5,AUTO THEFT-PERM RETNT/JOY RIDE,5602,ENRIGHT AVE,48, , ,5602,ENRIGHT,882501.4,1027390
20-007750,2020-02,02/16/2020 21:30,Y, , ,1, , 71030,5,AUTO THEFT-PERM RETNT/JOY RIDE,5602,ENRIGHT AVE,48, , ,5602,ENRIGHT,882501.4,1027390
20-007817,2020-02,02/16/2020 22:00,Y, , ,1, , 64711,6,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,5052,THEKLA AVE,71, , , , ,893694.5,1039997
20-007836,2020-02,02/16/2020 22:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4233,MERAMEC ST,15, ,APT #1R,4233,MERAMEC,888257.3,1004038
20-007836,2020-02,02/16/2020 22:00, , , ,-1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4233,MERAMEC ST,15, ,APT #1R,4233,MERAMEC,888257.3,1004038
20-007753,2020-02,02/16/2020 22:00,Y, , ,1, , 52322,2,BURGLARY-BUSINESS/UNK TIME/UNLAW ENT/UNOCCUPIE,2310,MCCAUSLAND AVE,10,WALGREENS,MCCAUSLAND AND MANCHESTER,2310,MCCAUSLAND,874938.3,1013267
20-007728,2020-02,02/16/2020 22:15,Y, , ,1, , 51221,1,BURGLARY-RESIDENCE/NIT/UNLAW ENT/OCCUPIED,3935,FRENCH CT,4, ,BOULEVARD HEIGHTS NEIGHBORHOOD,3935,FRENCH,885774.5,993412.3
20-007730,2020-02,02/16/2020 22:35,Y, , ,1, , 36111,3,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,1727,PARK AVE,32, , ,1727,PARK,902797.7,1013620
20-007729,2020-02,02/16/2020 22:57,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,DELOR ST / GRAVOIS AVE,5, , , , ,886901.6,1000682
20-007735,2020-02,02/16/2020 23:45,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4051,MERAMEC ST,16, , ,4051,MERAMEC,890121.5,1002702
20-007973,2020-02,02/17/2020 00:01,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,3157,SUBLETTE AVE,13, , ,3157,SUBLETTE,882564.6,1008801
20-007738,2020-02,02/17/2020 00:30,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N 9TH ST / TYLER ST,64, , , , ,909145.4,1024210
20-007741,2020-02,02/17/2020 01:00,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4115,VIRGINIA AVE,16, ,DOWNSTAIRS,4115,VIRGINIA,894240.1,1000794
20-007739,2020-02,02/17/2020 01:05,Y, , ,1, , 64711,3,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,S 9TH ST / LAFAYETTE AVE,21, , , , ,905255.8,1011437
20-007742,2020-02,02/17/2020 01:10,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2354,MALLINCKRODT ST,65, ,@RESIDENCE,2354,MALLINCKRODT,903950.4,1028550
20-007743,2020-02,02/17/2020 01:39,Y, , ,1, ,152200,3,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3222,MIAMI ST,19, ,@THE ALLEY,3222,MIAMI,894945.4,1004137
20-007773,2020-02,02/17/2020 01:59,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,S COMPTON AVE / I 44 EASTBOUND,26, , , , ,896665.9,1012979
20-007744,2020-02,02/17/2020 02:10,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,710,RUSSELL BLVD,20, , ,710,RUSSELL,905000.3,1009683
20-007755,2020-02,02/17/2020 02:30,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,316,PRIMM ST,2, , ,316,PRIMM,888231.6,987912.2
20-007745,2020-02,02/17/2020 03:10,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2625,MICHIGAN AVE,25, , ,2625,MICHIGAN,896330.2,1009756
20-007992,2020-02,02/17/2020 03:30,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,6321,VERMONT AVE,1, , ,6321,VERMONT,890927.3,992713.4
20-007746,2020-02,02/17/2020 04:00,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4144,BATES ST,5, , ,4140,BATES,887009.4,998066.3
20-007747,2020-02,02/17/2020 04:35,Y, , ,1, , 52212,6,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,7315,BULWER AVE,79,ACTION AUTO SALVAGE, ,7315,BULWER,898395.9,1043141
20-007749,2020-02,02/17/2020 04:50,Y, , ,1, , 52312,4,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,1224,WASHINGTON AVE,36, ,ROBERT S GALLERIE / STL FOOD MART,1224,WASHINGTON,906521.3,1018988
20-007751,2020-02,02/17/2020 05:50,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,5015,MANCHESTER AVE,40, , ,5015,MANCHESTER,886261.1,1016568
20-007754,2020-02,02/17/2020 06:30,Y, , ,1, , 68711,4,LARCENY-FROM COIN MACH UNDER $500  /ATTEMPT,1300,WASHINGTON AVE,36, ,US BANK WALL MOUNTED ATM,1301,WASHINGTON,906270.8,1019053
20-007806,2020-02,02/17/2020 06:50,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,601,CLARK AVE,35,BALLPARK VILLAGE, ,601,CLARK,908223.8,1016086
20-007852,2020-02,02/17/2020 06:50,Y, , ,1, , 51122,5,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,4350,KENNERLY AVE,57, ,APT 4350,4350,KENNERLY,894098.7,1029686
20-007789,2020-02,02/17/2020 07:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,601,CLARK AVE,35,BALLPARK VILLAGE, ,601,CLARK,908223.8,1016086
20-007756,2020-02,02/17/2020 07:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5622,ENRIGHT AVE,48, , ,5266,ENRIGHT,882262.8,1027291
20-008944,2020-02,02/17/2020 07:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,738,N NEWSTEAD AVE,58, , ,738,NEWSTEAD,891647.5,1025447
20-007777,2020-02,02/17/2020 07:24,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,811,SPRUCE ST,35, ,@HOTEL- WESTIN, , ,907472.1,1015934
20-008309,2020-02,02/17/2020 08:00,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",5217,ALCOTT AVE,72, , ,5217,ALCOTT,892099.7,1041897
20-007853,2020-02,02/17/2020 08:00,Y, , ,1, , 51130,4,BURGLARY-RESIDENCE/DAY/ATT FORCE ENTRY,1918,BENTON ST,60, , ,1918,BENTON,905115.3,1024919
20-009686,2020-02,02/17/2020 08:00, , , ,-1, , 95200,2,AGGRAVATED STALKING (THREAT OF DEATH OR SERIOU,3810,LINDEN TREE LN,9, , ,3810,LINDEN TREE,873629.9,1005993
20-009686,2020-02,02/17/2020 08:00,Y, , ,1, , 95200,2,AGGRAVATED STALKING (THREAT OF DEATH OR SERIOU,3810,LINDEN TREE LN,9, , ,3810,LINDEN TREE,873629.9,1005993
20-007765,2020-02,02/17/2020 08:30,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1444,CASTLE LN,33, , ,1444,CASTLE,904264.4,1014497
20-007774,2020-02,02/17/2020 09:00,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,1401,CLARK AVE,36,ENTERPRISE CENTER, ,1401,CLARK,905209.3,1017077
20-007772,2020-02,02/17/2020 09:05,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4500,N BROADWAY,64,ENERGY EXPRESS PHILLIPS 66, ,4500,BROADWAY,905164,1033720
20-007781,2020-02,02/17/2020 09:10,Y, , ,1, , 42011,4,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,3928,N FLORISSANT AVE,65, ,APT 204,3928,FLORISSANT,904072,1030009
20-007776,2020-02,02/17/2020 09:21,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1371,HAMILTON AVE,78, , ,1371,HAMILTON,881512.3,1032995
20-007878,2020-02,02/17/2020 09:30,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,1042,LOUGHBOROUGH AVE,1, ,@LOUGHBOROUGH COMMONS - STARBUCKS,1042,LOUGHBOROUGH,888486.4,992018.2
20-007782,2020-02,02/17/2020 09:38,Y, , ,1, ,263299,1,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,6121,MICHIGAN AVE,1, , , , ,891996.6,992926.2
20-007788,2020-02,02/17/2020 09:38,Y, , ,1, ,266510,5,PUBLIC ORDER-TRESPASSING,4949,BARNES JEWISH HOSPITAL PLZ,38, ,@BARNES JEWISH HOSPITAL,4949, ,887396.8,1020150
20-007813,2020-02,02/17/2020 10:00,Y, , ,1, , 51112,6,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,6005,SHULTE AVE,76, , ,6005,SHULTE,890774.4,1046483
20-007802,2020-02,02/17/2020 10:30,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,401,S 14TH ST,36, ,@METROLINK - CIVIC CENTER,401,14TH,905172.7,1016526
20-007790,2020-02,02/17/2020 10:47,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,HAMPTON AVE / VICTORIA AVE,41, , ,1242,HAMPTON,880957.9,1017289
20-008192,2020-02,02/17/2020 11:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,3301,UNION BLVD,50, , ,3301,UNION,888621.8,1035390
20-008059,2020-02,02/17/2020 11:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4225,ELLENWOOD AVE,5, , ,4225,ELLENWOOD,887719.9,1001972
20-007792,2020-02,02/17/2020 11:00,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3723,NEOSHO ST,16, , ,3723,NEOSHO,891403.1,999227.9
20-007801,2020-02,02/17/2020 11:10,Y, , ,1, ,182999,6,DRUGS-POSSESSION/OTHR UNSPEC DRUG,7600,HALL ST,79, ,@WORKHOUSE @ MSI SECURITY,7600,HALL,899461.2,1045874
20-007796,2020-02,02/17/2020 11:13,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,1475,SPROULE AVE,42, , ,1475,SPROULE,880004.8,1015899
20-007808,2020-02,02/17/2020 11:45,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,5720,NATURAL BRIDGE AVE,50, , ,5720,NATURAL BRIDGE,885698.6,1038408
20-007811,2020-02,02/17/2020 11:48,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,3751,S JEFFERSON AVE,19, , ,3751,JEFFERSON,898162.7,1002525
20-007816,2020-02,02/17/2020 12:59,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,MARCUS AVE / NATURAL BRIDGE AV,56, , , , ,893235.9,1034032
20-007818,2020-02,02/17/2020 13:09,Y, , ,1, , 63601,6,"LARCENY-SHOPLIFT $500 - $24,999",11005,RIVERVIEW DR,75,MOTO MART,@ MOTO MART,11005,RIVERVIEW,910791.1,1068274
20-007814,2020-02,02/17/2020 13:15,Y, , ,1, ,263299,1,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,BATES ST / VIRGINIA AVE,1, , , , ,892799.3,994438.8
20-007820,2020-02,02/17/2020 13:19,Y, , ,1, ,178200,4,SEX OFFNS-EXPOSURE/EXPOSING PERSON,3600,SCOTT AVE,37, ,@METROLINK - GRAND,3600,SCOTT,0,0
20-007822,2020-02,02/17/2020 13:32,Y, , ,1, ,182130,1,DRUGS-POSSESSION/HEROIN,4008,CHIPPEWA ST,16,DUTCHTOWN NEIGHBORHOOD,BURGER KING MEN S ROOM,4008,CHIPPEWA,890314.4,1003447
20-007829,2020-02,02/17/2020 13:40,Y, , ,1, , 42015,6,ASSLT-AGGRV-KNIFE/CUT-2ND-ADULT-DOMESTIC,6315,SHERRY AVE,76, , ,6315,SHERRY,887949.8,1045117
20-007908,2020-02,02/17/2020 14:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,2803,N KINGSHIGHWAY BLVD,52, , ,2803,KINGSHIGHWAY,889647.6,1032918
20-009680,2020-02,02/17/2020 14:00,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3529,LOUISIANA AVE,19, , ,3529,LOUISIANA,894513.6,1004645
20-007830,2020-02,02/17/2020 14:57,Y, , ,1, ,250000,4,LOITERING-BEGGING,721,N TUCKER BLVD,36,SHELL STATION, ,721,7TH,906857.6,1019492
20-008065,2020-02,02/17/2020 15:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,1537,MCCAUSLAND AVE,43, , ,1537,MCCAUSLAND,875050.4,1016199
20-007831,2020-02,02/17/2020 15:05,Y, , ,1, ,250000,4,LOITERING-BEGGING,1301,WASHINGTON AVE,36, , ,1301,WASHINGTON,906331.1,1019267
20-008005,2020-02,02/17/2020 15:16,Y, , ,1, ,117000,4,FAILURE TO RETURN BORROWED/RENTED VEHICL,811,SPRUCE ST,35, ,@HOTEL- WESTIN,811,SPRUCE,907472.1,1015934
20-007838,2020-02,02/17/2020 15:40,Y, , ,1, , 51112,1,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,4637,PENNSYLVANIA AVE,17, , ,4637,PENNSYLVANIA,894985.9,997144.3
20-007837,2020-02,02/17/2020 15:49,Y, , ,1, ,266510,1,PUBLIC ORDER-TRESPASSING,6400,S BROADWAY,1, , , , ,892231.2,991255.9
20-007966,2020-02,02/17/2020 16:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,3525,NEBRASKA AVE,19, , ,3525,NEBRASKA,896479.6,1004374
20-008527,2020-02,02/17/2020 16:00,Y, , ,1, , 92000,3,SIMPLE ASSAULT-HARRASSMENT,3014,OREGON AVE,30,SAINT WENCESLAUS CATHOLIC CHURCH, ,3014,OREGON,897525.6,1007681
20-007865,2020-02,02/17/2020 16:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,3449,INDIANA AVE,18, , ,3449,INDIANA,898847.1,1004430
20-007883,2020-02,02/17/2020 16:00,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,6144,CARLSBAD AVE,5, , ,6144,CARLSBAD,884194.8,997432
20-007846,2020-02,02/17/2020 16:10,Y, , ,1, , 31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,EVANS AVE / WHITTIER ST,58, , ,1305,SARAH,894585.8,1026575
20-007843,2020-02,02/17/2020 16:23,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,MEMORIAL DR / WASHINGTON AVE,35, , ,315,CHESTNUT,909836.6,1018269
20-007849,2020-02,02/17/2020 16:25,Y, , ,1, , 31111,1,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,6000,CARLSBAD AVE,5, , ,4395,ROSA,884953.9,998488.8
20-007847,2020-02,02/17/2020 16:45,Y, , ,1, , 69703,4,LARCENY-ALL OTH/FRM PRSN/UNDER $500,374,S GRAND BLVD,37, , , , ,895980.2,1018849
20-007850,2020-02,02/17/2020 17:12,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,6839,GRAVOIS AVE,6,CIGGFREED S LIQUID & LACE, ,6839,GRAVOIS,881644.6,996644.8
20-007949,2020-02,02/17/2020 17:30,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,507,DAVIS ST,2, , ,507,DAVIS,886965.9,987594.8
20-007864,2020-02,02/17/2020 17:30,Y, , ,1, , 65601,6,"LARCENY-MTR VEH PARTS $500 - $24,999",0,E CARRIE AVE / I 70 EASTBOUND,85, ,PARKED ON SHOULDER, , ,900421.5,1037939
20-007860,2020-02,02/17/2020 17:35,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,3635,VISTA AVE,29, , ,3635,VISTA,894354.8,1015713
20-007871,2020-02,02/17/2020 17:40,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,4744,MCPHERSON AVE,38,REVIVE TAN & SPA,REVIVE TAN AND SPA,4744,MCPHERSON,888549,1024878
20-007861,2020-02,02/17/2020 17:46,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,I 44 EASTBOUND / I 55 NORTHBOU,21, , , , ,904663.2,1011499
20-007857,2020-02,02/17/2020 17:57,Y, , ,1, ,250000,4,LOITERING-BEGGING,300,CARR ST,35, , ,300,CARR,910318.8,1019871
20-007881,2020-02,02/17/2020 18:00,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,881,RIVERTRAIL CT,74, , ,881,RIVERTRAIL,898971.5,1054316
20-007881,2020-02,02/17/2020 18:00,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,881,RIVERTRAIL CT,74, , ,881,RIVERTRAIL,898971.5,1054316
20-007872,2020-02,02/17/2020 18:00,Y, , ,1, ,182250,5,DRUGS-POSSESSION/COCAINE,5353,MAFFITT AVE,50, , ,5353,MAFFITT,887401.9,1034172
20-007928,2020-02,02/17/2020 18:00,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",6622,WISE AVE,44, , ,6622,WISE,877511.6,1017841
20-007866,2020-02,02/17/2020 18:00,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4023,CALIFORNIA AVE,16, , ,4042,CALIFORNIA,896617.6,1001031
20-007863,2020-02,02/17/2020 18:00,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,1819,S 8TH ST,21, , ,1819,8TH,905048.3,1010718
20-007938,2020-02,02/17/2020 18:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,CHIPPEWA ST / OAK HILL AVE,16, , ,3739,OAK HILL,889645,1003705
20-007880,2020-02,02/17/2020 18:15,Y, , ,1, , 31311,1,ROBBERY-HIGHWAY/OTHR WEPN USED/SUCCESSFUL,7409,RAY AVE,4, , ,7409,RAY,883209.1,992912.1
20-007931,2020-02,02/17/2020 18:30,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5650,OAKLAND AVE,41,@HOTEL- HAMPTON INN, ,5650,OAKLAND,882152.9,1018203
20-007892,2020-02,02/17/2020 18:30,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,BIRCHER BLVD / UNION BLVD,71, , , , ,891444.2,1039774
20-007869,2020-02,02/17/2020 18:36,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,5702,ERA AVE,76, ,INTERSECTION,5702,ERA,890190.6,1047351
20-008060,2020-02,02/17/2020 18:46,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,0,ADELAIDE AVE / HALL ST,64, , , , ,904522.8,1037706
20-008071,2020-02,02/17/2020 19:00,Y, , ,1, , 64601,1,"LARCENY-FROM MTR VEH $500 - $24,999",4623,TENNESSEE AVE,16, , ,4623,TENNESSEE,892490.2,998596.8
20-007874,2020-02,02/17/2020 19:00,Y, , ,1, , 51230,1,BURGLARY-RESIDENCE/NIT/ATT FORCE ENTRY,4317,TYROLEAN AVE,4, , ,4321,TYROLEAN,883999.3,995461.3
20-007879,2020-02,02/17/2020 19:16,Y, , ,1, , 51212,5,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED,5190,ENRIGHT AVE,51, ,APT 2N,5190,ENRIGHT,885810,1026764
20-007930,2020-02,02/17/2020 19:30,Y, , ,1, , 72113,2,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,6551,SOUTHWEST AVE,11, , ,6551,SOUTHWEST,877384.8,1012010
20-007887,2020-02,02/17/2020 19:45,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,3330,N KINGSHIGHWAY BLVD,55,CMC RETIREMENT VILLAGE, ,3330,KINGSHIGHWAY,890685.2,1034532
20-007970,2020-02,02/17/2020 20:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,2026,MADISON ST,60, , ,2026,MADISON,904699.7,1024267
20-007895,2020-02,02/17/2020 20:10,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1923,CALIFORNIA AVE,24, ,UPSTAIRS UNIT W/ BLU DOOR,1923,CALIFORNIA,898378.9,1012088
20-007888,2020-02,02/17/2020 20:30,Y, , ,1, ,250000,4,LOITERING-BEGGING,300,CARR ST,35, , ,300,CARR,910318.8,1019871
20-008175,2020-02,02/17/2020 20:37,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,2545,CLIFTON AVE,11, , ,2545,CLIFTON,878820.1,1012869
20-007889,2020-02,02/17/2020 20:45,Y, , ,1, , 38111,4,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,1514,AGNES AVE,65, , ,1520,AGNES,906023.7,1028631
20-007946,2020-02,02/17/2020 21:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1511,LOCUST ST,36, , ,1511,LOCUST,905366.5,1019097
20-007891,2020-02,02/17/2020 21:19,Y, , ,1, ,250000,4,LOITERING-BEGGING,300,CARR ST,35, , ,300,CARR,910318.8,1019871
20-007894,2020-02,02/17/2020 21:26,Y, , ,1, ,250000,4,LOITERING-BEGGING,400,N 4TH ST,35, , ,400,4TH,909726.3,1018037
20-007896,2020-02,02/17/2020 21:38,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,3818,BOWEN ST,3, , ,3818,BOWEN,888239,995091.3
20-007897,2020-02,02/17/2020 21:40,Y, , ,1, ,152200,3,WEAPONS-CITY VIOL/DISCHRGING IN CITY,2732,MIAMI ST,19, , ,2732,MIAMI,897373.4,1003755
20-007899,2020-02,02/17/2020 21:42,Y, , ,1, , 51221,6,BURGLARY-RESIDENCE/NIT/UNLAW ENT/OCCUPIED,4223,DRESSELL AVE,70, , ,4223,DRESSELL,885373.5,1040713
20-007902,2020-02,02/17/2020 21:59,Y, , ,1, ,204100,6,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,7201,HALL ST,79, ,SOUTHBOUND LANES OF HALL STREET, , ,899980.6,1043610
20-008028,2020-02,02/17/2020 22:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,2259,RICHERT PL,10, , ,2259,RICHERT,874483.1,1013173
20-007978,2020-02,02/17/2020 22:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1501,LOCUST ST,36, , ,1501,LOCUST,905463.8,1019072
